what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305181946388
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305181985510
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305181990366
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305181994149
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305182074400
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305182075263
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305182084188
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1305182084988
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305182090121
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305182116487
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305182188875
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305182193803
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305182201191
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305182204168
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305182214655
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305182229004
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305182317069
